['salt', 791]
['røget laks i små tynde skiver', 1]
['bladselleri skåret i 1 cm. stykker', 1]
['rød peberfrugt skåret i strimler', 1]
['løg skåret i skiver', 1]
['majskolber renset for blade og tråde', 1]
['tørret estragon', 1]
['fennikel grofthakket', 1]
['gulerod skåret i fine skiver', 1]
['grofthakket løg', 1]
['tomater halveret og befriet for kerner', 1]
['røget laks i tynde strimler', 1]
['lakserogn', 1]
['hvidløg.', 1]
['skinkeschnitzel af inderlår', 1]
['reven frisk ingefær', 1]
['ketkap manis', 1]
['pore eller 2 forårsløg', 1]
['mini majskolber', 1]
['kylling eller kalkunbryst', 1]
['ægnudler hvide eller grønne', 1]
['kinakrydderi', 1]
['skinkekød, rå', 1]
['udbenet hønsebryst', 1]
['skinkekød i tern eller strimler', 1]
['naturris', 1]
['østerssovs', 1]
['kinakål eller hvidkål', 1]
['porre med grønt', 1]
['appelsintern', 1]
['chilipebre', 1]
['kalvekød i tern', 1]
['grønne løg', 1]
['hvidløg i kvarte', 1]
['kalkunstrimler', 1]
['friskmalet peber', 1]
['grønne peberfrugter i strimler', 1]
['gulerødder i stave', 1]
['magert svinesmåkød i strimler', 1]
['ketjap manis eller sojasauce', 1]
['skinke i tynde strimler rå', 1]
['shaoxingvin', 1]
['store forårsløg', 1]
['stykker frisk ingefærrod', 1]
['sorte theblade', 1]
['ovnklar and på ca. 2.3 kg', 1]
['skrællet ingefær skåret i tændstiktynde pinde', 1]
['et par dråber chilisauce', 1]
['majsstivelse rørt ud i lidt vand', 1]
['kyllingebryster uden skind', 1]
['forårsløg skåret i tynde ringe', 1]
['peber, 6 omgange på kværnen', 1]
['forårsløg, skåret i stykker à 2.5 cm, hvide dele og grønne dele for sig', 1]
['oksekød, culotte, filet eller inderlår', 1]
['forårsløg, snittet i små ringe, hvide og grønne dele for sig', 1]
['valnødder eller smuttede mandler', 1]
['kyllingebryster, ca. i kg, uden skind og ben', 1]
['vandkastanjer, friske skrællede, eller på dåse, siede', 1]
['mellemstore, tørrede kinesiske svampe, opbiødt', 1]
['store salathoveder, iceberg eller hovedsalat', 1]
['hvid peber, 8 omgange på kværnen', 1]
['ristede cashewnødder', 1]
['forårsløg, snittet i stykker à 2,5 cm, hvide og grønne dele for sig', 1]
['kyllingebryster, ca. 450 g uden skind og ben', 1]
['forårsløg, snittet i stykker à 2,5 cm, de hvide og grønne dele for sig', 1]
['hvidløg, pillet og snittet diagonalt i skiver', 1]
['tynde skiver frisk ingefærrod, skrællet', 1]
['kinesisk broccoli, gjort i stand', 1]
['oksekød, filet, culotte eller inderlår, pudset', 1]
['meiguilu vin eller gin', 1]
['ingefærpulver', 1]
['sampasta', 1]
['knust gul bønnesauce', 1]
['skalotteløg, pillet og hakket fint', 1]
['tørret mandarinskal, opblødt i koldt vand og snittet i små stykker', 1]
['taro, skrællet', 1]
['forårsløg, kun de hvide dele, snittet i koste', 1]
['hvid peber, 4 omgange på kværnen', 1]
['forårsløg, skåret i stykket à 2.5 cm, hvide og grønne dele for sig', 1]
['tynde skiver ingefærrod, skrællet', 1]
['slikærter, gjort i stand', 1]
['hele kyllingebryster, ca. 450 g uden skind og ben', 1]
['vand eller klar suppe', 1]
['stærk chilliolie', 1]
['tørret rød chilli, uden kerner og hakket', 1]
['forårsløg, snittet i stykker à 5 cm, hvide og grønne dele for sig', 1]
['frisk ingefærrod, skrællet og snittet i silketråde', 1]
['oksekød, culotte, filet eller inderlår, pudset', 1]
['sød appelsin', 1]
['østerssauce eller i tsk tyk soyasauce', 1]
['gærede sorte bønner, renset og moset', 1]
['forårsløg, snittet i stykker à 2.5 cm. hvide og grønne dele for sig', 1]
['hvidløg, pillet og snittet i silketråde', 1]
['grønne pebre, uden kerner', 1]
['kyllingelår uden skind og ben', 1]
['kinesiske grøntsager', 1]
['ananas. konserves', 1]
['kalkun i strimler', 1]
['forårsløg, snittet i 4 dele', 1]
['tykke skiver frisk ingefærrod, skrællet', 1]
['skinke af bedste kvalitet uden fedt', 1]
['mellemstore tørrede kinesiske svampe, opblødt', 1]
['gærede sorte bønner, skyllet og moset med 0.25 tsk. sukker og i tsk olie', 1]
['forårsløg, snittet i stykker à 2,5cm, de hvide og grønne delefor sig', 1]
['salt efter behag', 1]
['grøn peber, uden kerner hakket groft', 1]
['oksekød, culotte, inderlår eller filet, pudset', 1]
['salatblade, iceberg eller hovedsalat, i tynde strimler', 1]
['æg, let pisket', 1]
['forårsløg, snittet i tynde ringe, hvide og grønne dele for sig', 1]
['oksekød, culotte eller inderlår', 1]
['kartoffelmel opløst i 2 spsk. vand', 1]
['forårsløg, kun de hvide dele', 1]
['hvidløg, pillet og knust', 1]
['oksetunge, usaltet', 1]
['andebouillon', 1]
['fintskåret kinakål', 1]
['røget skinke', 1]
['forårsløg, snittet i stykker à 2.5 cm', 1]
['kartoffelmel opløst i 1 spsk. vand', 1]
['hvidløgsfed, pillede', 1]
['oksekød, skank eller bov, vel afpudset', 1]
['peber, 8 omgange på kværnen', 1]
['grødris, sat i blød i koldt vand i 2 timer og siet', 1]
['bambusskud på dåse, hakket i tændstikhoveder', 1]
['tørrede, kinesiske svampe, opblødt, hakket i tændstikhoveder', 1]
['svinekød, skåret i tændstikhoveder', 1]
['forårsløg, snittet i små ringe', 1]
['tørrede rejer, skyllet', 1]
['broccoli med stok', 1]
['kartoffelmel opløst i 3 spsk. vand', 1]
['tørret mandarinskal, opblødt i koldt vand i 20 minutter, siet', 1]
['tykke skiver ingefærrod, skrællet', 1]
['bambusskud på dåse', 1]
['kastanjer', 1]
['mellemstore tørrede kinesiske svampe, opbiødt', 1]
['hvidvin eller cider', 1]
['tørrede skyllede abrikoser', 1]
['hirsekorn', 1]
['shoyu hirsepilaif', 1]
['tahini', 1]
['mellemstore auberginer i tykke skiver', 1]
['frisk ingefærrod, skrællet og revet fint', 1]
['forårsløg, skåret i stykker à 5 cm, strimlet på langs', 1]
['mellemstore kinesiske svampe, opblødt', 1]
['skyører, opblødt', 1]
['oksekød, filet, culotte eller inderlår, afpudset', 1]
['frisk ingefærrod, skrællet, hakket fint eller skåret i tynde skiver', 1]
['forårsløg, snittet i stykker à 2.5cm, de hvide og grønne dele for sig', 1]
['oksekød, inderlår, culotte eller filet', 1]
['syltet sennepsgrøn på dåse, skyllet', 1]
['hel fennikel frø', 1]
['valnøddeolie', 1]
['kikoman soja', 1]
['kinesisk 5 spices', 1]
['kylling fars', 1]
['water chestnuts, skiveskåret', 1]
['tørrede chilli, finthakket', 1]
['grøn peber, skåret i strimler', 1]
['løg, skiveskåret', 1]
['tomat ketchup', 1]
['upillede, store rejer', 1]
['maizena extra', 1]
['bouillon terning', 1]
['maizena til panering', 1]
['sesam frø', 1]
['sesam olie', 1]
['five spice pulver', 1]
['peanut butter', 1]
['chilli sauce', 1]
['five spice powder', 1]
['store, upillede rejer', 1]
['sesame olie', 1]
['soya sauce samt lidt peber', 1]
['skært oksekød i små tern', 1]
['groft hakket krebsehaler', 1]
['hakket fiske fillet', 1]
['kinesisk chilli sauce', 1]
['olie til fritture', 1]
['ingefær, fint hakket', 1]
['chili sauce', 1]
['spare ribs', 1]
['ekstra vand', 1]
['revet ingefær, fint hakket', 1]
['røde bønner', 1]
['flæskeskiver', 1]
['tatar', 1]
['lunken vand', 1]
['sweet & sour sauce ris', 1]
['olie, nok til friture stegning af wontons', 1]
['fint hakket kinakål eller spinat', 1]
['ekstra olie', 1]
['citronmelisse', 1]
['hvid vermouth', 1]
['sojassauce', 1]
['finthakket, syltet ingefær eller 1 tsk. ingefær i pulver', 1]
['tilbehør', 1]
['svampe, tørrede', 1]
['kyllingeoverlår med rygben', 1]
['mae ploy curry paste', 1]
['lille dåse kokosmælk', 1]
['terning kyllingebouillon', 1]
['kinesisk chili sauce', 1]
['sate sauce', 1]
['kartofler, skrællet, skåret i terninger', 1]
['oyster sauce', 1]
['extra soya sauce', 1]
['is', 1]
['blomkål', 1]
['hakkede hvidløgsfed', 1]
['samba olek', 1]
['hakket forårsløg', 1]
['hakket rød peberfrugt', 1]
['hakket bladselleri', 1]
['kogte brune ris', 1]
['skræl fra 2 omhyggeligt vaskede appelsiner', 1]
['tørrede røde chilipeber, uden kerner', 1]
['finthakket frisk skrællet ingefær', 1]
['oksekød finskåret i små lunser', 1]
['purløg.', 1]
['nogle dråber chiliolie.', 1]
['friskkværnet peber.', 1]
['karry.', 1]
['æbleeddike.', 1]
['soyasauce.', 1]
['tomatpuré.', 1]
['grøntsagsbouillon.', 1]
['gulerødder.', 1]
['rød peber.', 1]
['løg.', 1]
['sesamolie.', 1]
['maizena.', 1]
['æg.', 1]
['sizhuanpeber.', 1]
['salt.', 1]
['svinekam uden spæk.', 1]
['ananasjuice. konserves', 1]
['olie til friture', 1]
['hvide sesamfrø', 1]
['vandkastanier eller bambusskud', 1]
['hvide asparges, konserves', 1]
['grøn madfarve', 1]
['pibeløg eller det hvide af en halv porre', 1]
['kinesiske vermicelle', 1]
['sambal orlek', 1]
['tør hvid vermouth', 1]
['sorte kinesiske svampe', 1]
['agurke pinde', 1]
['gulerødder i stænger', 1]
['forårsløg "pinde"', 1]
['andebryst', 1]
['kinesiske svampe', 1]
['røget svinemørbrad', 1]
['æggenudler', 1]
['gulerod i stynde strimler', 1]
['forårsløg i tynde strimler', 1]
['stor stegt peking and købt hos kinagrill', 1]
['mellemtør sherry', 1]
['grofthakket svinekød', 1]
['vandkastanjer, friske skrællede, eller fra dåse, siede', 1]
['en håndfuld friske korianderblade.', 1]
['langt stykke skrællet, frisk ingefær', 1]
['smør til stegning.', 1]
['udskåret laksefilet med skind på godt 200 g. hver', 1]
['æggehvide, pisket', 1]
['hvid peber, 6 omgange på kværnen', 1]
['majsmel opløst i 2 spsk. vand', 1]
['friske grønne chili a ca. 7,5 cm. længde, uden kerner og snittet diagonalt i lange strimler', 1]
['forårsløg, snittet i stykker á 4 cm', 1]
['tynde skiver ingefær', 1]
['store fed hvidløg, pillet og snittet i skiver', 1]
['jordnødde eller majsolie', 1]
['kyllingekød', 1]
['hoisinsause eller chilisauce', 1]
['stødt ingfær', 1]
['det tredie krydderi', 1]
['soyassauce', 1]
['sesamolie eller vegetabilsk olie', 1]
['grøn chilipeber', 1]
['koriander. blade. friske', 1]
['kokosmælk, stor dåse', 1]
['kyllingekød hakket 5%', 1]
['kinesiske svampe, tørrede', 1]
['pynt med rejer', 1]
['lidt ingefær', 1]
['hummerhaler', 1]
['kogte nudler', 1]
['springløg skåret i ringe', 1]
['lys soyasauce', 1]
['forårsløg i tynde skiver.', 1]
['frisk ingefær i tynde skiver.', 1]
['hønsebouillon.', 1]
['kogt skinke.', 1]
['smeltet, usaltet smør', 1]
['sigtet flormelis', 1]
['evt. 4 træspid', 1]
['frisk chili', 1]
['hakket svinekød, ca. 10% fedt', 1]
['kaffefløde 9%', 1]
['sellerisalt', 1]
['friske knust ingefær', 1]
['knust frisk ingefær', 1]
['svinekød i strimler', 1]
['skinketern, kogte', 1]
['en lille stærk chili', 1]
['et lille bundt purløg', 1]
['kinaradise', 1]
['ristede løg', 1]
['tomater og purløg', 1]
['henkogte grøntsager', 1]
['ribben', 1]
['vand efter behov', 1]
['casavanødder', 1]
['karryblade', 1]
['lidt hvid sesamfrø', 1]
['blandede krydderier', 1]
['et lille stykke kanelstang', 1]
['ingefær, stødt', 1]
['kinesisk persille', 1]
['vegetargrundsuppe', 1]
['saft af en stor citron', 1]
['kyllingevinger, 3 leds', 1]
['frosne butterdejsplader', 1]
['champignons i skiver', 1]
['porre i ringe', 1]
['sherry eller kinesisk risvin', 1]
['kyllingebryst filet', 1]
['lys soya', 1]
['hakket flæskefars', 1]
['kyllingeben', 1]
['æbler, madæbler', 1]
['forårsløg i skiver', 1]
['tørrede kaffir limeblade', 1]
['snittet blegselleri', 1]
['langkornede ris', 1]
['grøn karrypasta', 1]
['lyse fiskefileter', 1]
['mosede kogte kartofler', 1]
['fintrevet hvidløg', 1]
['frisk skrællet, fintrevet ingefær', 1]
['torsk', 1]
['usaltede jordnødder', 1]
['forårsløg, skåret i 2 cm skiver', 1]
['hvidløg, meget fint hakket, men ikke presset.', 1]
['kinesisk sort eddike', 1]
['kyllingefileter, uden skind og ben, skåret i 2 cm terninger', 1]
['kyllingefilet uden skind og ben', 1]
['sambal oelek eller tabascosauce efter smag', 1]
['lille stykke frisk ingefær', 1]
['kinarejer med skal', 1]
['houisinsauce', 1]
['agurkestave', 1]
['skyen fra anden', 1]
['sesam eller jordnøddeolie', 1]
['and, friskslagtet', 1]
['citronbåde til pynt', 1]
['løskogte ris', 1]
['porre med top', 1]
['risengryn', 1]
['svinekød', 1]
['fårekød', 1]
['poulard eller lille høne', 1]
['hakket frisk korianderblade', 1]
['hvid eddike', 1]
['friske grønne bønner', 1]
['friskrevet ingefær', 1]
['æblecidereddike', 1]
['babymajs', 1]
['kylling hel', 1]
['bee hoon', 1]
['en håndfuld tørrede svampe', 1]
['bambusskud, ds', 1]
['kogeflæsk', 1]
['hellefisk i tern på 2x2 cm.', 1]
['skalrejer', 1]
['hakket merian', 1]
['sesamfrø til drys', 1]
['fritureolie til fritering', 1]
['fritureolie', 1]
['store forårsrullepandekager', 1]
['limebåde', 1]
['olie tilfriture', 1]
['chili hakket', 1]
['krabbekød', 1]
['kold fiskefond', 1]
['isterninger', 1]
['hvidløg, upillet', 1]
['filet af hvid fisk', 1]
['okseskank uden ben', 1]
['krebseskrog', 1]
['selleritop', 1]
['porretop', 1]
['ben og sener fra 1 hare, ca. 800 g', 1]
['okseben og afpuds', 1]
['hele sort peber', 1]
['gulerodr', 1]
['kalvehaler', 1]
['kalvekraftben', 1]
['hoved hvidløg', 1]
['bløde tomater', 1]
['hel hvid peber', 1]
['fiskeben', 1]
['nogle peberkorn', 1]
['persille og andre krydderurter som f.eks timian', 1]
['pastinakker eller persillerødder', 1]
['kyllingeskrog inkl. vingespidser, halse og indmad', 1]
['porretoppe, hakkede', 1]
['knoldselleri i tern eller 2 stilke blegselleri', 1]
['grofthakkede gulerødder', 1]
['grofthakkede kartofler', 1]
['tør hvidvin eller halvt så meget noilly prat', 1]
['smør eller 2 spsk. olie', 1]
['grofthakket fennikel', 1]
['det hvide af 1 porre, strimlet fint', 1]
['fiskeben og hoveder', 1]
['timian eller esdragon', 1]
['knoldselleri eller 2 stilke blegselleri', 1]
['porrer eller porretoppe', 1]
['kyllingeskrog', 1]
['kraft cremefraicedressing eller kebabdressing', 1]
['rå løg i skiver', 1]
['agurkeskiver', 1]
['tomatskiver', 1]
['pepperoni', 1]
['mozarellaost', 1]
['tørret chili uden frø', 1]
['ingefær, hakket fint', 1]
['hvidløg, hakket fint', 1]
['hajkød, skåret i terninger', 1]
['groft malet sort peber', 1]
['løg eller skalotte løg', 1]
['santa maria løgpulver', 1]
['santa maria karry vindaloo', 1]
['evt. lidt stødt chilipeber', 1]
['hjemmeristede cashewnødder', 1]
['store, knuste fed hvidløg', 1]
['finthakket forårsløg', 1]
['friske korianderblade', 1]
['fintrevne, frisk ingefær', 1]
['hakkede cashewnødder', 1]
['små æg', 1]
['hakket kalkun', 1]
['basamiko eddike', 1]
['tørret mynte', 1]
['reven ingefær', 1]
['hakket lam', 1]
['oriental food kebab', 1]
['courgette i 1 cm tykke skiver', 1]
['champignon u. stilke', 1]
['rød peberfrugt, skåret i 8 firkanter', 1]
['okse grill kød, i 2.5 cm', 1]
['moden mango', 1]
['bacon i tynde skiver', 1]
['frisk tunfisk', 1]
['citron saft og skal heraf', 1]
['friske fenikkelkviste', 1]
['røde peberfrugt i tern', 1]
['tun i tern', 1]
['smeltet ghee', 1]
['lidt purløg', 1]
['kartoffelvand eller bouillon', 1]
['spyd, fx træspyd', 1]
['purløg til fars, sauce og tilbehør', 1]
['magert hakket svinekød, max. 10% fedt', 1]
['frisk persille, hakket', 1]
['syrnet fløde 9%', 1]
['et nip salt', 1]
['olivenolie, til hænderne', 1]
['æg, let sammenpisket', 1]
['brød uden skorpe, skåret i kvarte', 1]
['stødt paprika', 1]
['knust sort peber', 1]
['hvidløg, grofthakket', 1]
['løg, grofthakket', 1]
['magert lammekød', 1]
['kyllingekød uden ben', 1]
['grøn og rød peberfrugt', 1]
['stykke chili', 1]
['æblejuice', 1]
['saft af 2 citroner', 1]
['grønne peberfrugter, skåret i tern', 1]
['omater', 1]
['kyllingebryster uden ben', 1]
['afpudset svinemørbrad', 1]
['4 grillspyd.', 1]
['saften af en citron', 1]
['løgsaft', 1]
['velhængt tykstegsfilet', 1]
['lammekød eller svinekød i tern', 1]
['grillspid', 1]
['citroner saft heraf', 1]
['ost i tern', 1]
['blå vindruer', 1]
['pillede appelsiner i både', 1]
['bananer i tykke skiver', 1]
['rødt æble i tykke skiver', 1]
['grønt æble i tykke skiver', 1]
['tørret merian', 1]
['gode faste kartofler', 1]
['olievenolie', 1]
['majskerner', 1]
['løvstikke', 1]
['snittede porrer', 1]
['sojamel', 1]
['sigtet hvedemel', 1]
['evt. majsmel til jævning', 1]
['sojamælk eller vand', 1]
['sorte oliven i kvarter', 1]
['tærtedej.', 1]
['friske jordbær', 1]
['evt. 1 tsk brunt sukker', 1]
['evt. lidt eddike', 1]
['usødet kakao', 1]
['kommen, pulver eller hele frø', 1]
['sennepsfrø', 1]
['hvidløg, pressede', 1]
['grøn peber, strimlet', 1]
['tekstureret sojaprotein, opblødt i vand', 1]
['persille, dild eller purløg', 1]
['løg. fintstrimlede', 1]
['tørrede bønner, f.eks. brune bønner eller kidneybønner. tørrede kigærter kan også bruges', 1]
['eddike eller citronsaft', 1]
['oregano eller herbes de provence', 1]
['nuttolene', 1]
['løgsalt', 1]
['salt efter behov', 1]
['gærflager', 1]
['lasagneplader, 1 pakke', 1]
['tekstureret sojaprotein', 1]
['fintrevet ingefær', 1]
['god eddike', 1]
['hakket, frisk koriander', 1]
['peanutbutter', 1]
['hvidløg, finthakkede', 1]
['vegetabilsk bouillonterning', 1]
['kartofler, i små terninger', 1]
['sorte sennepsfrø', 1]
['udblødte og kigærter', 1]
['balsamico, lys', 1]
['kokosmælk, lille dåse', 1]
['røde linser. tørrede. rå', 1]
['purløg eller dild, hakket', 1]
['tofumayonnaise eller færdigkøbt vegansk mayonnaise', 1]
['kogte, kolde nye eller pillekartofler', 1]
['citronsaft eller æbleeddike', 1]
['olie, gerne olivenolie', 1]
['solsikkekerner eller sesamfrø', 1]
['frisk persille eller koriander', 1]
['hvidløg, knuste eller finthakkede', 1]
['hel spidskommen', 1]
['lille løg, finthakket', 1]
['røde splitlinser, opblødt i vand i 15 minutter', 1]
['hakkede appelsiner', 1]
['usvovlede abrikoser', 1]
['finrevne gulerødder', 1]
['tomater, hakkede', 1]
['seitan eller tofu', 1]
['plantemargarine eller olie', 1]
['røde eller gule linser', 1]
['tamari soja sauce', 1]
['kikærter. tørrede', 1]
['kalv og flæsk. hakket 11%', 1]
['foreller', 1]
['esdragon', 1]
['kyllingelevere', 1]
['båndpasta', 1]
['parmaskinke', 1]
['tynde skiver kalveinderlår', 1]
['fedtstof til stegning', 1]
['hakket flæskekød', 1]
['kalv og flæsk. hakket 16%', 1]
['ristet toastbrød eller flutes', 1]
['revet citronskal', 1]
['cremefraiche 38 %', 1]
['cironcreme', 1]
['kørvel eller dild', 1]
['vagtelæg', 1]
['pæne skiver røget laks', 1]
['hvid chokolade', 1]
['lys chokolade', 1]
['mørk overtrækschokolade', 1]
['marcipan', 1]
['hovedsalat', 1]
['kvark. 5+', 1]
['flydende kalvefond', 1]
['smørbolle', 1]
['vamd', 1]
['afpuds fra lammekronerne.', 1]
['lammebouillion', 1]
['lammekrone', 1]
['lidt sojasauce', 1]
['ananassaft', 1]
['ananasskiver fra dåse i egen saft', 1]
['blandede krydderurter', 1]
['røde eller hvide bønner', 1]
['frosne majs', 1]
['fintstrimlet porrer', 1]
['hele koriander', 1]
['presset  hvidløg', 1]
['grand manier', 1]
['kandiseret appelsinskal', 1]
['reven skal af i økologisk appelsin', 1]
['ricotta', 1]
['portion tærtedej', 1]
['agurk i små terninger', 1]
['rødløg finthakkede', 1]
['grofthakket fetaost', 1]
['hakkede oliven', 1]
['syltede agurker', 1]
['youghurt', 1]
['røget sild', 1]
['karse, dild eller purløg', 1]
['friskrevet parmasanost', 1]
['ostechips', 1]
['kogte rejer med skal', 1]
['friske jomfruhummere', 1]
['friske figner jordbær eller anden frisk frugt', 1]
['druesukker', 1]
['finthakkede hasselnødder', 1]
['evt grøn krymmel', 1]
['gul frugtfarve', 1]
['revet skal af citron', 1]
['rugmel', 1]
['lammekammene', 1]
['opvarmet ribsgele', 1]
['evt. lidt kulør', 1]
['lammefond eller bouillon', 1]
['reven skal af en usprøjtet appelsin', 1]
['lammesteak', 1]
['sandwichbrød, fint', 1]
['forårsløg skåret i skiver', 1]
['laksebøffer ca 1 kg.', 1]
['hakket forårsløg med grønt', 1]
['konc. appelsinsaft', 1]
['stort bund dild', 1]
['æbleeddike', 1]
['de grove stilke af dilden', 1]
['lammehals skåret i tykke skiver', 1]
['grofthakkede pistacienød', 1]
['grapefrugt pillet og skåret i stykker', 1]
['grapefrugtskal', 1]
['presset grapefrugtsaft', 1]
['poussiner', 1]
['smør til smøring af fad', 1]
['hårdkogte, farvede æg', 1]
['pomerans', 1]
['glasur', 1]
['mandler, usmuttede', 1]
['sirup, lys', 1]
['durummel', 1]
['hakkede krydderurter', 1]
['lille glas oliven', 1]
['icebergsalat', 1]
['lille bakke rucola', 1]
['husblaspulver', 1]
['dåseleverpostej', 1]
['kogevand fra kartoflerne', 1]
['kalvekød, hakket ca. 11% fedt', 1]
['løvstikke, frisk', 1]
['hamburgerryg, rå', 1]
['tun i vand. konserves', 1]
['skinke. røget. kogt', 1]
['masser af salt', 1]
['meyers æbleeddike', 1]
['dijon sennep', 1]
['lille rødløg', 1]
['hårdkogte hakkede æg', 1]
['rødbedelage', 1]
['kogt el. stegt kød', 1]
['syltet rødbede', 1]
['kogte kartofler', 1]
['kefir eller ymer', 1]
['kryddersildefileter eller marinedrede sildefileter', 1]
['kefir el. ymer', 1]
['radiser', 1]
['magert oksefars', 1]
['farfalle', 1]
['magert flæsk', 1]
['lidt flødeskum', 1]
['fint revet citronskal', 1]
['revet ost eller sesamfrø', 1]
['hakkede pinjekerner', 1]
['emmentaler', 1]
['lakserogn eller rød stenbidderrogn', 1]
['koldrøget laks i tynde skiver', 1]
['sød chili sauce', 1]
['lille æble skrællet og skåret i tern', 1]
['creme fraiche 9%', 1]
['piment d espelette', 1]
['alm. rasp', 1]
['fin mandelmel', 1]
['smelt', 1]
['røtungefletter', 1]
['laks, ca. 0.5 side', 1]
['gelantine', 1]
['fiskefond kogt klar', 1]
['kogt skinke i tykke skiver, der skæres i strimler', 1]
['lidt stødt nellike', 1]
['kyllingelever, hakket', 1]
['en anelse cayennepeber', 1]
['rå frisk laksefilet', 1]
['mayonaise', 1]
['frisk broccoli i skiver', 1]
['porretop eller 3 forårsløg i skiver', 1]
['laks', 1]
['lyssejfilet', 1]
['laksefilet', 1]
['en smule nymalet peber', 1]
['cremefløde', 1]
['et stænk cognac', 1]
['røget laks, skåret i tynde skiver', 1]
['fersk laks, uden skind og skåret i små stykker', 1]
['hvid peber fra kværn', 1]
['evt. lidt citronsaft', 1]
['fileter af 2 stenbider', 1]
['skinke i tynde skiver', 1]
['magert røget flæsk', 1]
['benfri sild', 1]
['svinelever, rå', 1]
['sure æbler', 1]
['mørk øl', 1]
['ukogt skinke', 1]
['fuldfed ost', 1]
['fersk skinke uden ben', 1]
['cocktailpølser', 1]
['bouillonterning, grøntsag', 1]
['fars', 1]
['kødfars', 1]
['nakkekam uden spæk', 1]
['mager flæskebov uden ben', 1]
['friske bønnespire', 1]
['kinesisk sojasauce', 1]
['flæskebov uden ben', 1]
['svesker, uden sten', 1]
['evt. sukker', 1]
['hakket nødder', 1]
['finthakket stegt oksekød', 1]
['store tomater', 1]
['store syltede agurker', 1]
['okseinderlår', 1]
['store grønne peberfrugter', 1]
['hvidvin eller æblemost', 1]
['rødvin. uspec.', 1]
['oksehjerte', 1]
['oksefilet uden fedt', 1]
['stødt nellike', 1]
['citronskive', 1]
['lille blomkålshoved', 1]
['marvknogle', 1]
['grønne peberfrugt', 1]
['okseculotte', 1]
['kommen, stødt', 1]
['okseklump', 1]
['græsk feta', 1]
['græsk krydderi eller oregano', 1]
['mellemstore auberginer', 1]
['tykke salatagurker', 1]
['3 cm lang kanelstang', 1]
['stødt kardemomme', 1]
['rå skinke', 1]
['basilikum tørret', 1]
['rosmarin tørret', 1]
['tykke skiver kalveskank', 1]
['porregrønt', 1]
['sellerigrønt', 1]
['kalveskank', 1]
['kalvesmåkød', 1]
['skinke', 1]
['skært kalvekød', 1]
['tynde skiver røget spæk', 1]
['faste små kartofler', 1]
['asparges på dåse', 1]
['strimler spæk', 1]
['tørret provecekrydderi', 1]
['mandelflager', 1]
['kakunbryst ca 2.5 kg', 1]
['brune bønner', 1]
['kidneybønner', 1]
['jalapeno chili', 1]
['sorte bønner', 1]
['limefrugt', 1]
['lidt cayennepeber', 1]
['spændende krydderier', 1]
['appelsin saft heraf', 1]
['appelsiner reven skal heraf', 1]
['sølvkugler', 1]
['kandiserede violer', 1]
['god mørk chokolade', 1]
['kvark eller fetaost', 1]
['vinsten', 1]
['tødt kanel', 1]
['smuttede mandler eller valnødder, fint malede', 1]
['dadler', 1]
['flormelis.', 1]
['usprøjtet, revet citronskal', 1]
['malede mandler evt. halvt mandler halvt valnødder', 1]
['revet skal af 1 appelsin.', 1]
['saft af 2 appelsiner', 1]
['hytteost. 20+', 1]
['feta. 50+', 1]
['mild reven ost', 1]
['hytteret, naturel', 1]
['friskhakket oregano', 1]
['spinat, evt. optøet', 1]
['blandede svampe f.eks. champignoner og østershatte', 1]
['forkogte lasagneplader', 1]
['smuldret bouillonterning', 1]
['bechamelsauce', 1]
['hakket oliven', 1]
['en sjat olivenolie', 1]
['tomater i grove tern', 1]
['blandede, kogte grøntsager, f.eks. gulerod, blomkål, løg og majs.', 1]
['grana ost', 1]
['tørrede forkogte lasagneplader', 1]
['hakkede zittauerløg', 1]
['frossen, optøet hel spinat', 1]
['smør til pensling', 1]
['reven ost emmentaler)', 1]
['markchampignon', 1]
['hvidløg efter smag', 1]
['finsnittet løg', 1]
['tomat i skiver', 1]
['tørrede lasagneplader', 1]
['ekstra reven ost til drys', 1]
['forkogte, grønne lasagneplader', 1]
['revet muskat', 1]
['hakket frossen spinat', 1]
['et nip sukker', 1]
['laurbær', 1]
['bladselleri med grønt', 1]
['middelstort løg', 1]
['lasagne pasta', 1]
['revet ost ril at drysse over til slut.', 1]
['lille bæger cremefraiche eller andet mælkeprodukt', 1]
['lille bæger hytteost', 1]
['evt. lidt bladselleri', 1]
['lasagneplader friske', 1]
['revet parmasanost til øverste lag', 1]
['helbladet dampet spinat', 1]
['flåede tomater, evt. dåse el. konc.tomat.', 1]
['revet picorinoost eller emmentalerost', 1]
['ricottaost', 1]
['reven muskatnød efter smag', 1]
['reven mager ost', 1]
['plantemargarine', 1]
['reven, mager ost', 1]
['mornaysauce 14%', 1]
['groft brød', 1]
['rodselleri', 1]
['kødnåle eller tandstikker', 1]
['flankesteak', 1]
['frisk basilikum eller persille', 1]
['hvedebrød', 1]
['syltede hvidløgsfed eller 1 spsk. finthakket løg', 1]
['hoveder julesalat', 1]
['balsamico eller anden god vineddike', 1]
['ukogte brune bønner eller 400 g. kogte', 1]
['flankesteaks', 1]
['canadagås', 1]
['afskorpet hvidt brød', 1]
['indmad fra snepperne', 1]
['kraftig fjerkræfond', 1]
['skovsnepper', 1]
['viltkrydde', 1]
['rypebryster pr. person', 1]
['viltkryder', 1]
['frisk frugt efter eget ønske', 1]
['ribena solbærsaft', 1]
