['salt', 896]
['rokkevinge', 1]
['margarine eller stegefedt', 1]
['ituskåren hvidkål', 1]
['lammebov u ben', 1]
['evt. løg', 1]
['evt. madeira', 1]
['lammeforkød', 1]
['tynde skiver lammekrølfedt', 1]
['saft af 2 appelsiner', 1]
['skivede champignon', 1]
['saft af 1 appelsin', 1]
['store, tørrede hvide bønner', 1]
['hakket rødløg', 1]
['frikshakket mynte', 1]
['rensede peberfrugter', 1]
['reelt lammekød', 1]
['ris til løse ris', 1]
['umoden banan', 1]
['lammebouillon eller vand', 1]
['store æbler', 1]
['tykke skiver lammehals', 1]
['reven parmesan', 1]
['gedeost', 1]
['lille hvidkålshoved', 1]
['aspargessnitter', 1]
['vand eller suppe', 1]
['mynte, frisk', 1]
['lammekølle på godt 2 kg', 1]
['evt. sorte oliven', 1]
['mørk rom om ønskes', 1]
['ingefærrod, skrælles og hakkes', 1]
['stort løg, skrælles og hakkes', 1]
['hele rødbrune sennepsfrø', 1]
['lidt malet kanel', 1]
['lidt malet kardemomme', 1]
['stor tomat i både', 1]
['nip malet nellike', 1]
['malet koriander', 1]
['olie eller margarine', 1]
['grønne chilipeber', 1]
['mynte kviste til pynt', 1]
['mynte gele', 1]
['store kartofler', 1]
['tørrede brune bønner.', 1]
['emmentaler', 1]
['franskbrødskrummer', 1]
['friskhakket mynte eller koriander', 1]
['friskhakket mynte eller 1 tsk. tørret', 1]
['æbler skåret i terninger', 1]
['peberfrugter skåret i terninger', 1]
['store, flåede tomater', 1]
['vineddike eller citronsaft', 1]
['revet frisk ingefær', 1]
['lammebryst med ben skåret i skiver', 1]
['små selleriterninger', 1]
['små gulerodsterninger', 1]
['rødvins marinade', 1]
['pillede skalotte eller miniløg', 1]
['lammetykkam eller bov skåret i skiver med ben', 1]
['tørret persille', 1]
['skive afskorpet franskbrød', 1]
['friske bønnespirer', 1]
['kinesisk kål', 1]
['maizena + lidt ekstra', 1]
['kogt eller stegt lammekød', 1]
['evt. engelsk sovs', 1]
['hvedemel krydret med salt og peber', 1]
['brød vendt i vand og vredet tørre', 1]
['kålroe i strimler', 1]
['baby gulerødder, i kvarte', 1]
['cider', 1]
['lammeben skåret i 2.5 cm. terninger', 1]
['hakket persille, til pynt', 1]
['løg, snittet', 1]
['gulerod, snittet', 1]
['tørrede snittebønner, sat i blød natten over', 1]
['bouquet garni', 1]
['lammekød, skåret i tern', 1]
['lunser bacon, skåret i tern', 1]
['fed hvidløg, knust', 1]
['ribben fra lammebrystet', 1]
['tomater, hakkede', 1]
['chillipulver', 1]
['gulerødder skåret i store tern', 1]
['pastinak skåret i store tern', 1]
['selleriknold skåret i store tern', 1]
['lille udbenet lammebov', 1]
['hvidløg knust', 1]
['paprika, edelduss', 1]
['lille løg, finthakket', 1]
['spid', 1]
['hakket persille el. oregano', 1]
['evt. 0.5 tsk. stødt spidskommen', 1]
['faste kartofler', 1]
['nye løg med top', 1]
['små pastsspiraler eller pastasløjfer', 1]
['stang hel kanel', 1]
['saft af 2 citroner', 1]
['lamme eller fårehjerter', 1]
['varm bouillon', 1]
['stort hakket løg', 1]
['lammenyre renset og hakket', 1]
['alm. karry', 1]
['extra hot curry paste', 1]
['lille fed hvidløg', 1]
['ananas', 1]
['mellemstore lammekoteletter', 1]
['magert lammekød i skiver', 1]
['vegetabilsk olie til friture', 1]
['potter koriander', 1]
['frisk, hakket basilikum', 1]
['magert,fårefars', 1]
['fintklippet persille', 1]
['smuldret timian', 1]
['en stilk selleri', 1]
['frisk rosmarin eller spsk. tørret', 1]
['mellemstor porre', 1]
['lammesky', 1]
['blomkålshoved evt. fleur', 1]
['lammebov ca. 1 kg.', 1]
['lammebryst eller bov', 1]
['blegselleri og gulerødder i tern', 1]
['steaks af lammekølle uden ben', 1]
['lammekød i strimler', 1]
['mintgelé', 1]
['hvedemel til jævning', 1]
['tørrede el. fintklippede krydderurter', 1]
['lammekølle ca. 2 kg', 1]
['rødløg til pynt', 1]
['spidskål', 1]
['rullet lammebryst, ca. 1 kg', 1]
['vand eller grøntsagsbouillon', 1]
['løg eller porrer', 1]
['lille bdt. basilikum', 1]
['koldt, usaltet smør', 1]
['forårsløg eller 3 porrer', 1]
['spidskål, savoykål eller hvidkål', 1]
['evt. hvidvin', 1]
['purrede tomater', 1]
['fint hakket persille', 1]
['sukker eller hvid farin', 1]
['oksefilet', 1]
['kyllingebryst', 1]
['cognac, kan undlades', 1]
['cumberlamdsauce', 1]
['saft af citron', 1]
['syrnet fløde 9%', 1]
['mild karry pulver', 1]
['persillestilk', 1]
['marinerede hvidløgsfed', 1]
['champingnons', 1]
['marinerede hvidløg', 1]
['lammebov i store terninger', 1]
['saft og skal fra 2 limefrugter', 1]
['frisk ingefør, skåret småt', 1]
['røde chilifrugter', 1]
['lidt oliven, f.eks. kalamata', 1]
['små krydder tomater, i halve', 1]
['kogte vilde ris eller blanding af alm. + vilde, afkølede', 1]
['blandede salat blade, i mindre stykker', 1]
['rød pesto', 1]
['toastbrød, ristet', 1]
['røget hellefisk, i skiver', 1]
['dryp lime saft over', 1]
['af blandede salatblade', 1]
['lime saft', 1]
['sorte oliven, f.eks. kalamata, hakket', 1]
['lyn couscous', 1]
['majskerner', 1]
['mellemstore porrer, strimlet', 1]
['citronskal', 1]
['evt. rest af glasur', 1]
['godt madbrød, f.eks. landbrød fra schulstad', 1]
['små kartofler med skræl', 1]
['skyen fra grøntsager + kød', 1]
['jomfru olivenolie til bruning', 1]
['friske kantareller', 1]
['herbes de provence eller 0.5 tsk. timian', 1]
['italiensk masalavin', 1]
['kartofler, skrællede og halverede', 1]
['citrongræs', 1]
['pænt frisk ingefær', 1]
['tørret basilikum eller 1 spsk frisk basilikum', 1]
['peber, friskkværnet', 1]
['store champignoner', 1]
['abrikoser, evt. tørrede', 1]
['gnocchi pasta', 1]
['lille styk finthakket ingefær', 1]
['finmalet koriander', 1]
['yoghurt naturel el. mere', 1]
['frisk el. frossen spinat, hakket', 1]
['grønne el. røde chilifrugter, eller 0.5 tsk cayenne peber', 1]
['mellemstort løg, hakket', 1]
['bladselleriblade', 1]
['feta ost', 1]
['frisk, rød chilipeber', 1]
['hakket skinkekød', 1]
['lidt reven citronskal', 1]
['frosne bønner, 300 g', 1]
['lammekød, bov eller bryst', 1]
['finthakket dild', 1]
['lammekød, hals eller bryst', 1]
['tomatpure, konc.', 1]
['ben fra lammekøllen', 1]
['frisk hakket rosmarin', 1]
['kasavanød', 1]
['tørret chilipulver', 1]
['frisk rød og grøn chili', 1]
['blå ingefær', 1]
['gul ingefær', 1]
['bæger creme fraiche', 1]
['revet æble', 1]
['lille lammebov', 1]
['salat i strimler', 1]
['tomater i skiver', 1]
['pitabrød', 1]
['citronsaft og lidt salt', 1]
['lammekølle, hvor skanken er skåret af', 1]
['sorte oliven efter smag', 1]
['grofthakkede, milde salatløg', 1]
['brøndkarseblade', 1]
['smør og olivenolie til stegning', 1]
['groft stødt peber', 1]
['hakket basilikum eller oregano', 1]
['afskorpet franskbrød udblødt i lidt vand eller bouillon', 1]
['lammekød f.eks. bov', 1]
['tørrede provencekrydderi', 1]
['snittet hvidløg', 1]
['hakket frisk timian', 1]
['hakket frisk salvie', 1]
['hakket frisk rosmarin', 1]
['bøffer af lamkød, okse eller kalv', 1]
['mandelessens', 1]
['salatblade til pynt', 1]
['mynte elller evt. citronmelisse', 1]
['0.5,"dl.","rosiner', 1]
['tomater eller 0.5 dåse tomater', 1]
['courgetter skåret i tykke mønter', 1]
['gulerødder skåret i mønter', 1]
['løg skåret i 4 måner', 1]
['lammekød fra bov eller nakke, skåret i tern', 1]
['kikærter eller 0.5 kop tørrede', 1]
['jordbær', 1]
['skalotteløg, hakket', 1]
['friske hestebønner', 1]
['lammeryg på 2 kg.', 1]
['torsk', 1]
['modne ferskner', 1]
['esdragonblade, hakkede', 1]
['tomater, flåede og befriede for kerner', 1]
['lammeryg på ca. 1,5 kg', 1]
['jomfruhummere', 1]
['østers', 1]
['saften af 6 appelsiner', 1]
['hakkede nødder', 1]
['maizena til jævning', 1]
['blomkål, delt i små buketter', 1]
['gulerødder, skivede', 1]
['lammefond eller bouillon', 1]
['lammelever', 1]
['pærer', 1]
['kanel efter smag', 1]
['citroner saft og fintrevet skal heraf', 1]
['madæbler', 1]
['lammebov på ca. 2 kg.', 1]
['blåmuslinger', 1]
['finthakket mynte', 1]
['lammehjerner', 1]
['salatagurk', 1]
['røget lammekølle', 1]
['hakket citronmelisse', 1]
['hakket kørvel', 1]
['skive toastbrød', 1]
['lidt sukker', 1]
['friskhakket purløg', 1]
['skiver franskbrød uden skorpe', 1]
['citroner skal og saft her', 1]
['små lammekoteletter', 1]
['lammefileter af 380 g', 1]
['kraftig lammebouillon', 1]
['rabarber, mindre stykker.', 1]
['lammeryg med ben, ca. 500', 1]
['champignon i skiver', 1]
['gulerødder i skiver', 1]
['små kartofler i tern', 1]
['ca. 100 g smør', 1]
['lynghonning', 1]
['sommergulerødder', 1]
['skovhindbær', 1]
['hindbærvineddike', 1]
['butterdej, frosne', 1]
['dansk lammeryg af midterstykke', 1]
['creme fraiche, 38%', 1]
['unge fasaner', 1]
['mandariner', 1]
['appelsin reven skal heraf', 1]
['pasteuriserede æg', 1]
['krabbekød 170 – 200 g.', 1]
['spegeskinke', 1]
['laks a ca. 200 g.', 1]
['svinebryst. slag. rullesteg', 1]
['stegetorsk', 1]
['klase vindruer', 1]
['bæger creme fraiche 18 %', 1]
['dyresteaks', 1]
['lidt persille', 1]
['kalvehaler', 1]
['marcipan', 1]
['risottoris', 1]
['fintrevet skal og saft fra 2 citroner', 1]
['hvid chokolade', 1]
['lidt smeltet, hvid chokolade', 1]
['lidt olie til stegning', 1]
['lammeryg med mørbrad', 1]
['creme fraich', 1]
['små frosne løg eller 250 g friske.', 1]
['smør eller magarine.', 1]
['lammebov eller bryst.', 1]
['vagtelæg', 1]
['hønsekød', 1]
['havørred eller regnbueørred på ca. 600 g.', 1]
['kanel og florsukker efter smag', 1]
['smør til formen', 1]
['mandelmasse', 1]
['små stilke frisk timian, til pynt', 1]
['hønsebouillon, til kogning', 1]
['små rosiner, udblødt i vand', 1]
['evt. fintsnittet trøffel', 1]
['evt. lidt trøffelolie', 1]
['parmesanostflager', 1]
['mild olivenolie', 1]
['aflange radicchio', 1]
['avocado', 1]
['røget struds', 1]
['jævne gulerødder', 1]
['citron skal heraf', 1]
['let knust spidskommen', 1]
['strudseinderlår', 1]
['minibananer', 1]
['majsolie', 1]
['creoler krydderblanding eller mild chilipulver', 1]
['sweet chilisauce', 1]
['saften af en halv citron eller lime', 1]
['lidt fond eller vand', 1]
['frisk chili', 1]
['knold frisk ingefær', 1]
['æg nudler ca. 500 g.', 1]
['struds i strimler ca. 600 g.', 1]
['tomatpuré eller en finthakket tomat', 1]
['larubær', 1]
['saft af en hel citron', 1]
['strudsefilet skåret i små stykker på ca. 2 x 3 cm.', 1]
['eventuel lidt dressing', 1]
['frisk salat', 1]
['evt. 1 tsk. paprika.', 1]
['evt. rødvin', 1]
['madolie', 1]
['friske bønnespire', 1]
['tabascosauce', 1]
['hønsebouillon,', 1]
['en håndfuld grønne druer', 1]
['skrællede jordskokker', 1]
['strudseculotte', 1]
['strudsekød skåret i terninger', 1]
['strudsefars', 1]
['lidt tidselolie', 1]
['lille klase vindruer', 1]
['sovsejævner', 1]
['stængler snittet blegselleri', 1]
['hytteost', 1]
['lille revet løg', 1]
['andre grønsager og krydderier efter behag', 1]
['blomkål eller broccoli', 1]
['strudse osso buco', 1]
['strudsehals', 1]
['sort peber, evt salt', 1]
['sød fransk sennep', 1]
['lidt grønsagsbouillonekstrakt', 1]
['smør,', 1]
['kartoffelvand', 1]
['hakket persille til drys', 1]
['mandelsplitter', 1]
['evt. lidt kartoffelvand', 1]
['knust fed hvidløg', 1]
['olie tiul bruning', 1]
['strudsemedaljoner a 125 g', 1]
['soyaolie til stegning', 1]
['mørke sesamfrø', 1]
['syltet chevre', 1]
['ramennudler', 1]
['smør i tern', 1]
['halverede og udstenede grønne druer', 1]
['halverede og udstenede blå druer', 1]
['majsstivelse udrørt med 2 spsk. koldt vand', 1]
['god hønsefond el. bouillon', 1]
['evt. lidt bredbladet persille til pynt', 1]
['strudsesteaks á 150 g', 1]
['peber.', 1]
['olie og eddike', 1]
['en håndfuld persille', 1]
['pære i både', 1]
['saft fra en halv lime', 1]
['bambusskud', 1]
['strudse steak eller filet', 1]
['madagascapeber', 1]
['strudse steak', 1]
['camembert eller revet ost', 1]
['mellemstore champignon', 1]
['strudsesteak’s á 100 g', 1]
['dusk timian', 1]
['tørrede svampe , kantareller, marksvampe', 1]
['rød chili uden kerner, hakket fint.', 1]
['strudsebøffer á ca. 150g', 1]
['revet mozzarellaost', 1]
['havregryn', 1]
['sellerifrø', 1]
['ristede spidskommen', 1]
['majsstivelse, udrørt med 2 spsk. koldt vand', 1]
['grønt æble i tynde skiver ca. 225 g', 1]
['hasselnøddekerner', 1]
['portvin eller madeira', 1]
['te, helst lavet af kraftig te', 1]
['friskpresset appelsinsaft', 1]
['lange ris', 1]
['fyld og tilbehør', 1]
['minimajs', 1]
['marinerede strudsestrimler', 1]
['courgette i små tern smør el. olie til stegning', 1]
['god oksebouillon', 1]
['strudsesteak’s á 150 g', 1]
['tørret dild', 1]
['lidt majsstivelse', 1]
['strudsestege á ca. 350 g', 1]
['grøntsager efter behag', 1]
['finthakket eller presset hvidløg', 1]
['finthakket eller revet frisk eller 0.5 tsk. tørretingefær', 1]
['bacon i strimler', 1]
['champignon el.carl johan svampe', 1]
['båndpasta, frisk grøn', 1]
['appelsiner, saften heraf', 1]
['torskesteaks', 1]
['peberrod', 1]
['asier', 1]
['kogevand fra torsken', 1]
['sennepssovs', 1]
['torskelever', 1]
['torskerogn', 1]
['torskesteak', 1]
['filodej,  à ca. 15x15 cm', 1]
['torsk, f.eks. fra bugen', 1]
['svinefedt. afsmeltet', 1]
['fedtflomme på ca. 1 kg', 1]
['timiankviste', 1]
['svinenyrer', 1]
['kokosmel til pynt', 1]
['sigtet flormelis', 1]
['stegeflæsk', 1]
['evt. løg i skiver', 1]
['lidt sukker.', 1]
['spiseæbler', 1]
['stegeflæsk i skiver,', 1]
['ribssaft. sød. koncentreret', 1]
['rødkål. rå', 1]
['palmin', 1]
['kirsebærsaft eller kirsebærvin', 1]
['syltede kirsebær', 1]
['kirsebærsauce', 1]
['andebouillon', 1]
['svesker, uden sten', 1]
['and, hel', 1]
['potaske', 1]
['sirup, mørk', 1]
['savojkålblade', 1]
['safrantråde, udblødt i 2 tsk. kogende vand.', 1]
['chilipulver, stærk', 1]
['kardemommefrø', 1]
['spidskommenfrø', 1]
['fintrevet citronskal', 1]
['hvidløg, pillet', 1]
['frisk ingefær, skrællet og finthakket.', 1]
['finthakket chili', 1]
['hakkede korianderblade eller 0.5 tsk. stødt koriander', 1]
['evt. revet løg', 1]
['korianderblade eller bredbladet persille', 1]
['konserverede, knuste tomater', 1]
['mild chili', 1]
['friskreven ingefær eller 1 tsk. ingefærpulver', 1]
['kommen, frø', 1]
['fintsnittet kål', 1]
['gulerod i tern', 1]
['kålrabi i tern', 1]
['agurkefløde', 1]
['lammenakkekoteletter', 1]
['mellemstore skrællede kartofler, 1,8 kg.', 1]
['feta. 40+', 1]
['frisk persille, finthakket', 1]
['løg, finhakket', 1]
['benfri lammekød fra bov eller hals', 1]
['små pastaspiraler eller pastasløjfer', 1]
['stang kanel', 1]
['fintsnittet spinat', 1]
['fintsnittede løg', 1]
['fintsnittede champignon', 1]
['kogt ris', 1]
['et par hele kanelstænger', 1]
['små tørrede, groftknuste chili eller 1 spsk cayenne', 1]
['lammekød med ben', 1]
['løse kogte ris', 1]
['stødt safran', 1]
['udstenede svesker', 1]
['valnøddekerner', 1]
['kikærter', 1]
['couscousgryn', 1]
['afskorpet franskbrød', 1]
['smuttede, snittede mandler', 1]
['grønne vindruer el. 100 g rosiner', 1]
['zittauerløg', 1]
['kardemomme, hele', 1]
['kryddernelliker', 1]
['tomater, hakket', 1]
['frisk, revet ingefær', 1]
['artiskokbunde fra dåse', 1]
['hakket frisk kørvel', 1]
['kørvelfondue', 1]
['hakkede friske krydderurter efter smag', 1]
['nødeolie', 1]
['sherry eddike', 1]
['dressing",', 1]
['skiver lammelever', 1]
['lammehjerne', 1]
['brisler', 1]
['småkød fra lammehovedet f.eks. kæbekød', 1]
['lammetunge', 1]
['blå birkes', 1]
['parfait', 1]
['perlemelis', 1]
['umodne valnødder', 1]
['knuste laurbærblade', 1]
['mild vineddike', 1]
['en håndfuld friske spinatblade, friske krydderurter efter smag og udbud, hakket.', 1]
['klar lammefond', 1]
['mellemstort hakket løg', 1]
['kahulua likør efter smag', 1]
['lys kalvefond', 1]
['porre, snittet', 1]
['løg, hakket', 1]
['fjordrejer, friske', 1]
['orangelikør', 1]
['sandwichbrød uden skorpe', 1]
['perlehøne', 1]
['kalvefond', 1]
['god portvin', 1]
['klaret smør', 1]
['små bøffer af lammefileten, hver ca. 2 cm. tykke', 1]
['andefedt', 1]
['røde linser. tørrede. rå', 1]
['stærk paprika', 1]
['linsepuré', 1]
['små nye gulerødder', 1]
['paprika, rosen', 1]
['stykke hel kanel', 1]
['friskstødt koriander', 1]
['lille stykke frisk ingefær', 1]
['stilk bladselleri', 1]
['rød peber', 1]
['hvidkåll', 1]
['kartofler til mos', 1]
['fintreven ingefær', 1]
['pillede rejer', 1]
['friskhakket basilikum', 1]
['tørret eller 1 spsk. frisk mynte', 1]
['skive selleri', 1]
['stilke persille', 1]
['lammeben', 1]
['små pillekartofler', 1]
['krydderbuket af laurbærblade, timian, poreblade og løvstikke', 1]
['bdt. persille', 1]
['dobbelt lammeryg der er flækket', 1]
['selleristilke skåret i 4 cm. stykker', 1]
['tomater uden skind', 1]
['forårsmint', 1]
['små skrællede løg', 1]
['franske bønner', 1]
['kviste timian', 1]
['icebergsalat eller en blanding af iceberg og bitter salat', 1]
['creme fraiche eller piskefløde', 1]
['lammekoteletter, enkelte', 1]
['flydende kalvefond', 1]
['afpuds fra lammekronerne.', 1]
['tomatbåde til pynt', 1]
['revet parmesanost', 1]
['citron reven skal og saft heraf', 1]
['hakket estragon', 1]
['brødkrummer', 1]
['kviste rosmarin', 1]
['hele hvidløg', 1]
['lammefilet eller mørbrad', 1]
['små champignon', 1]
['frisk mynteblade eller 1 tsk. tørret', 1]
['frisk basilikum til pynt', 1]
['skiver citron', 1]
['skiver mozzarella', 1]
['grønne oliven', 1]
['kviste frisk basilikum', 1]
['skiver spæk', 1]
['frisk tomatsauce', 1]
['revet parmesan ost', 1]
['lammekoteletter uden ben', 1]
['græsk tzatziki', 1]
['lidt ananas saft', 1]
['agurk i skiver', 1]
['radiser, i kvarte', 1]
['hakket ananas fra dåse', 1]
['icebergsalat, strimlet', 1]
['færdig marineret lammekølle', 1]
['sorte oliven uden sten', 1]
['reven skal og saft af 1 citron', 1]
['kvist frisk esdragon eller 1 tsk. tørret', 1]
['feta. 50+', 1]
['rucola, salat', 1]
['en god nævefuld salt', 1]
['blåskimmelost', 1]
['ansjosfileter eller sardinfileter', 1]
['kryddereddike', 1]
['st. nelliker', 1]
['parmasanost', 1]
['franskbrødskrumme', 1]
['grofthakket persille', 1]
['små tomater', 1]
['lammeschnitzler ca. 600 g.', 1]
['lammeschnitzler ca 600 g.', 1]
['hvidløgs marinade', 1]
['smeltet smør til pensling', 1]
['hakket mynte', 1]
['selleri, skivet', 1]
['sat', 1]
['umodne ferskner i halve og uden sten', 1]
['lammesteak', 1]
['lidt frisk kværnet peber', 1]
['marinade.', 1]
['lammekølle uden ben.', 1]
['håndfuld friske timianblade eller 2 spsk. tørret', 1]
['tynd kobbertråd', 1]
['kraftig aluminiumsfolie', 1]
['grilltændvæske', 1]
['grillbriketter', 1]
['grillkul', 1]
['kvist løvstikke', 1]
['fedtstof', 1]
['lammehals i skiver', 1]
['agurk i små tern', 1]
['persille, frisk hakket', 1]
['lammefars', 1]
['magert svinefars', 1]
['løse ris, parboiled', 1]
['paprika og chili efter smag', 1]
['ds. flåede tomater', 1]
['fintsnittede porrer', 1]
['smuttede hakkede mandler', 1]
['stødt sød chili', 1]
['hvedemel eller rasp', 1]
['mælk, fløde eller cremefraiche 18%', 1]
['små finthakkede løg', 1]
['romainsalat', 1]
['frisk finthakket mynte', 1]
['salat.', 1]
['spidskommen  groft knust', 1]
['tyrkisk yoghurt med 10% fedt', 1]
['fed yoghurt', 1]
['hakket lammefars', 1]
['chilipebre', 1]
['vakuumpakkede vinblade', 1]
['citron, reven skal heraf', 1]
['smeltet margarine', 1]
['grahamsmel', 1]
['økologisk citron', 1]
['lille stang kanel', 1]
['olivenolie til bruning', 1]
['skært oksekød i tern', 1]
['aubergine i tern', 1]
['finthakket esdragon', 1]
['fintklippet kørvel', 1]
['friskklippet persille', 1]
['hvedebrød eller flute', 1]
['tørret merian eller 1 spsk. frisk', 1]
['squash eller agurk', 1]
['reven granaost', 1]
['husblaspulver eller 2 blade', 1]
['stærk karry', 1]
['smuldret franskbrødskrummer', 1]
['mild chilisauce', 1]
['groftkværnet selleri', 1]
['spsk. hvedemel krydret med salt og peber', 1]
['skiver brød, vendt i vand og vredet og tørret', 1]
['hakket frisk oregano', 1]
['fintsmuldret franskbrødskrumme', 1]
['smør og olie', 1]
['fetaost i terninger', 1]
['g. hakket løg, svitset klar', 1]
['skive toastbrød, uden skorpe og udblødt i 2 spsk. vand', 1]
['æggeblommer til legering', 1]
['fingerklippet dild', 1]
['dildkviste', 1]
['løg med 2 nelliker', 1]
['lidt  tabasco', 1]
['fint hakket løg', 1]
['hakket valnødder', 1]
['hvidt brød', 1]
['røget flæsk', 1]
['groftkærnet peber', 1]
['små fed hvidløg, knust', 1]
['lammebryst med ribben', 1]
['hakkede krydderurter, f.eks. purløg og citronmelisse eller koriander', 1]
['stødt sort peber.', 1]
['ristede mandelflager', 1]
['usvovlede halverede abrikoser', 1]
['basmati eller parboiled ris', 1]
['drys rosmarin', 1]
['rosmarin eller 1 tsk. friskhakket', 1]
['tørret mynte eller 1 spsk. friskhakket', 1]
['tør vermouth', 1]
['frikassesovs', 1]
['groft kokosmel', 1]
['kvist mynte', 1]
['husblaspulver eller 2 blade husblas', 1]
['kogt røget skinke', 1]
['æggehvide eller helt æg', 1]
['tyk skive afskorpet franskbrød', 1]
['vand til det dækker', 1]
['skrabede kartofler', 1]
['tsk. smuttede hele mandler', 1]
['hakkede hvidløg', 1]
['frisk timian eller 1 tsk. tørret', 1]
['brune linser', 1]
['fintsmuldret franskbrødskrummer', 1]
['stilke merian eller 0.5 tsk. tørret', 1]
['tomater eller 1 dåse flåede tomater', 1]
['flødeost med urter', 1]
['lammehals med ben', 1]
['nelliker, hele', 1]
['stegt ribbenssteg', 1]
['bla. salat', 1]
['sandwich mayoanaise', 1]
['bolle', 1]
